Entity,Code,Year,Top 1% - Share (Pretax) (Estimated),Between 90th and 99th percentiles - Share (Pretax) (Estimated),Middle 40% - Share (Pretax) (Estimated),Bottom 50% - Share (Pretax) (Estimated)
Europe (WID),,1995,10.360001,25.490002,47.440002,16.699999
Europe (WID),,1996,10.75,25.39,46.95,16.9
Europe (WID),,1997,11.09,25.400002,46.69,16.82
Europe (WID),,1998,11.5,25.400002,46.45,16.65
Europe (WID),,1999,11.33,25.82,46.43,16.42
Europe (WID),,2000,11.509999,25.630001,46.39,16.48
Europe (WID),,2001,11.44,25.75,46.219997,16.59
Europe (WID),,2002,11.280001,25.68,46.37,16.68
Europe (WID),,2003,11.48,25.529999,46.5,16.49
Europe (WID),,2004,11.73,25.41,47.45,15.42
Europe (WID),,2005,12.21,25.11,45.87,16.81
Europe (WID),,2006,12.49,24.94,45.94,16.64
Europe (WID),,2007,12.790001,25.14,45.3,16.76
Europe (WID),,2008,12.219999,24.68,45.789997,17.31
Europe (WID),,2009,11.85,24.76,46.039997,17.35
Europe (WID),,2010,11.85,24.94,45.95,17.25
Europe (WID),,2011,12.11,24.71,45.87,17.31
Europe (WID),,2012,11.97,24.96,45.789997,17.28
Europe (WID),,2013,12.2,25.119999,45.55,17.13
Europe (WID),,2014,12.389999,24.85,45.42,17.35
Europe (WID),,2015,12.19,24.85,45.579998,17.37
Europe (WID),,2016,12.28,24.699999,45.39,17.630001
Europe (WID),,2017,12.46,24.539999,45.120003,17.880001
Europe (WID),,2018,12.43,24.529999,45.14,17.89
Europe (WID),,2019,12.51,24.85,44.980003,17.66
Europe (WID),,2020,12.51,24.86,44.9,17.730001
Europe (WID),,2021,11.49,24.369999,46.18,17.96
Europe (WID),,2022,11.48,24.359999,46.19,17.97
European Union (WID),,1980,8.24,23.17,47.59,21.01
European Union (WID),,1981,8.04,23.029999,48,20.94
European Union (WID),,1982,7.92,22.89,49.01,20.18
European Union (WID),,1983,7.9400005,22.98,48.13,20.960001
European Union (WID),,1984,8.1,23.07,47.81,21.02
European Union (WID),,1985,8.32,23.1,47.82,20.76
European Union (WID),,1986,8.75,23.21,47.350002,20.69
European Union (WID),,1987,9.0199995,23.51,46.77,20.7
European Union (WID),,1988,9.47,23.82,46.35,20.35
European Union (WID),,1989,9.79,23.99,46.39,19.84
European Union (WID),,1990,9.76,24.439999,46.86,18.94
European Union (WID),,1991,9.84,24.699999,47.22,18.24
European Union (WID),,1992,10.12,24.93,47.19,17.77
European Union (WID),,1993,10.03,25.02,47.25,17.7
European Union (WID),,1994,10.26,25.119999,46.92,17.7
European Union (WID),,1995,10.26,25.189999,46.99,17.560001
European Union (WID),,1996,10.599999,25.220001,46.5,17.68
European Union (WID),,1997,10.95,25.240002,46.239998,17.57
European Union (WID),,1998,11.34,25.310001,45.989998,17.37
European Union (WID),,1999,11.2300005,25.580002,46,17.18
European Union (WID),,2000,11.31,25.470001,45.94,17.28
European Union (WID),,2001,11.32,25.46,45.85,17.37
European Union (WID),,2002,11.18,25.490002,45.94,17.4
European Union (WID),,2003,11.37,25.36,46.1,17.17
European Union (WID),,2004,11.58,25.27,47.11,16.03
European Union (WID),,2005,12.13,24.93,45.46,17.470001
European Union (WID),,2006,12.4,24.69,45.579998,17.33
European Union (WID),,2007,12.710001,24.91,44.940002,17.44
European Union (WID),,2008,12.11,24.66,45.32,17.91
European Union (WID),,2009,11.77,24.63,45.62,17.99
European Union (WID),,2010,11.78,24.64,45.66,17.91
European Union (WID),,2011,11.990001,24.47,45.579998,17.95
European Union (WID),,2012,11.89,24.69,45.5,17.92
European Union (WID),,2013,12.16,24.91,45.22,17.710001
European Union (WID),,2014,12.34,24.609999,45.100002,17.95
European Union (WID),,2015,12.16,24.74,45.16,17.93
European Union (WID),,2016,12.24,24.5,45.030003,18.22
European Union (WID),,2017,12.46,24.39,44.710003,18.43
European Union (WID),,2018,12.42,24.46,44.73,18.38
European Union (WID),,2019,12.559999,24.67,44.620003,18.14
European Union (WID),,2020,12.549999,24.68,44.56,18.22
European Union (WID),,2021,11.5,24.32,45.809998,18.38
European Union (WID),,2022,11.559999,24.349998,45.719997,18.38
Fiji,FJI,1980,8.85,26.49,43.45,21.21
Fiji,FJI,1981,9,26.429998,43.399998,21.17
Fiji,FJI,1982,9.139999,26.390001,43.35,21.13
Fiji,FJI,1983,9.29,26.33,43.29,21.08
Fiji,FJI,1984,9.440001,26.28,43.239998,21.04
Fiji,FJI,1985,9.6,26.210001,43.19,21
Fiji,FJI,1986,9.76,26.15,43.14,20.95
Fiji,FJI,1987,9.92,26.1,43.07,20.900002
Fiji,FJI,1988,10.08,26.039999,43.01,20.86
Fiji,FJI,1989,10.25,25.98,42.96,20.810001
Fiji,FJI,1990,10.42,25.92,42.91,20.76
Fiji,FJI,1991,10.7,25.949999,42.6,20.75
Fiji,FJI,1992,10.96,25.99,42.3,20.75
Fiji,FJI,1993,11.22,26.03,42,20.75
Fiji,FJI,1994,11.469999,26.06,41.72,20.74
Fiji,FJI,1995,11.72,26.089998,41.45,20.74
Fiji,FJI,1996,11.95,26.13,41.2,20.730001
Fiji,FJI,1997,12.179999,26.159998,40.93,20.730001
Fiji,FJI,1998,12.4,26.19,40.7,20.730001
Fiji,FJI,1999,12.610001,26.22,40.44,20.720001
Fiji,FJI,2000,12.82,26.249998,40.21,20.720001
Fiji,FJI,2001,13.2,26.750002,39.78,20.27
Fiji,FJI,2002,13.58,27.22,39.37,19.83
Fiji,FJI,2003,13.940001,27.7,38.96,19.400002
Fiji,FJI,2004,14.290001,28.169998,38.56,18.98
Fiji,FJI,2005,14.64,28.619999,38.18,18.57
Fiji,FJI,2006,14.9800005,29.06,37.8,18.17
Fiji,FJI,2007,15.309999,29.49,37.42,17.78
Fiji,FJI,2008,15.639999,29.9,37.079998,17.39
Fiji,FJI,2009,15.950001,30.32,36.7,17.02
Fiji,FJI,2010,16.26,30.73,36.35,16.65
Fiji,FJI,2011,16.240002,30.939999,36.26,16.55
Fiji,FJI,2012,16.220001,31.150002,36.17,16.45
Fiji,FJI,2013,16.2,31.34,36.1,16.36
Fiji,FJI,2014,16.18,31.529999,36.02,16.27
Fiji,FJI,2015,16.17,31.71,35.94,16.19
Fiji,FJI,2016,16.150002,31.880001,35.86,16.11
Fiji,FJI,2017,16.130001,32.05,35.78,16.03
Fiji,FJI,2018,16.12,32.2,35.72,15.96
Fiji,FJI,2019,16.1,32.36,35.65,15.889999
Fiji,FJI,2020,16.09,32.5,35.58,15.82
Fiji,FJI,2021,16.09,32.5,35.58,15.82
Fiji,FJI,2022,16.09,32.5,35.58,15.82
Finland,FIN,1980,6.7400002,21.89,49.329998,22.04
Finland,FIN,1981,5.92,22.12,44.63,27.33
Finland,FIN,1982,5.55,22.050001,45.559998,26.840002
Finland,FIN,1983,5.63,22,45.48,26.890001
Finland,FIN,1984,6.47,22.23,43.07,28.23
Finland,FIN,1985,6.12,22.2,45.09,26.589998
Finland,FIN,1986,5.79,22.16,45.21,26.85
Finland,FIN,1987,7.0299997,21.49,46.62,24.869999
Finland,FIN,1988,7.21,21.83,44.41,26.56
Finland,FIN,1989,6.0699997,21.65,47.13,25.16
Finland,FIN,1990,5.29,21.619999,44.88,28.220001
Finland,FIN,1991,4.37,20.92,45.190002,29.519999
Finland,FIN,1992,4.71,21.08,45.23,28.99
Finland,FIN,1993,5.9900002,21.71,43,29.300001
Finland,FIN,1994,7.83,22.52,44.09,25.560001
Finland,FIN,1995,9.4800005,22.220001,41.260002,27.050001
Finland,FIN,1996,9.55,22.490002,41.29,26.67
Finland,FIN,1997,11.12,22.61,41.68,24.58
Finland,FIN,1998,12.09,22.470001,40.04,25.39
Finland,FIN,1999,13.420001,22.26,38.670002,25.650002
Finland,FIN,2000,14.35,22.65,37.77,25.23
Finland,FIN,2001,13.65,22.5,38.65,25.189999
Finland,FIN,2002,13.19,22.23,38.760002,25.83
Finland,FIN,2003,11.95,20.98,47.88,19.18
Finland,FIN,2004,12.639999,20.35,46.26,20.75
Finland,FIN,2005,10.29,21.31,45.41,22.99
Finland,FIN,2006,10.78,21.14,44.97,23.109999
Finland,FIN,2007,10.66,21.269999,44.99,23.08
Finland,FIN,2008,10.4800005,22.44,44.760002,22.310001
Finland,FIN,2009,8.34,22.460001,46.38,22.82
Finland,FIN,2010,9,22.93,46.39,21.68
Finland,FIN,2011,8.68,22.96,46.57,21.8
Finland,FIN,2012,8.28,22.779999,46.9,22.04
Finland,FIN,2013,8.120001,22.76,46.77,22.34
Finland,FIN,2014,8.48,22.859999,46.39,22.27
Finland,FIN,2015,8.97,23.26,45.92,21.85
Finland,FIN,2016,9.099999,23.08,45.76,22.06
Finland,FIN,2017,9.88,23.22,44.9,22
Finland,FIN,2022,10.62,21.02,44.81,23.53
France,FRA,1910,23.019999,28.82,35.24,12.92
France,FRA,1915,19.89,28.78,37.75,13.58
France,FRA,1916,22.93,27.739998,35.93,13.400001
France,FRA,1917,22.66,27.79,36.12,13.429999
France,FRA,1918,20.14,27.4,38.27,14.190001
France,FRA,1919,21.04,27.47,37.5,13.99
France,FRA,1920,20.13,27.34,38.24,14.300001
France,FRA,1921,19.19,27.140001,39.07,14.599999
France,FRA,1922,21,26.840002,37.93,14.219999
France,FRA,1923,23.34,26.33,36.579998,13.75
France,FRA,1924,21.64,26.289999,37.87,14.210001
France,FRA,1925,21.02,26.210001,38.350002,14.41
France,FRA,1926,20.65,25.029999,39.449997,14.87
France,FRA,1927,21.349998,25.64,38.420002,14.589999
France,FRA,1928,21.49,25.43,38.33,14.749999
France,FRA,1929,20.119999,25.369999,39.21,15.29
France,FRA,1930,17.33,25.88,40.88,15.91
France,FRA,1931,16.55,26.320002,41.09,16.04
France,FRA,1932,16.96,28.07,39.6,15.360001
France,FRA,1933,17.75,29.14,38.31,14.8
France,FRA,1934,17.720001,29.789999,37.86,14.62
France,FRA,1935,18.47,30.06,37.13,14.34
France,FRA,1936,17.39,28.54,38.99,15.080001
France,FRA,1937,17.550001,27.68,39.25,15.52
France,FRA,1938,16.609999,27.369999,40.1,15.92
France,FRA,1939,16.51,24.92,41.600002,16.97
France,FRA,1940,16.88,25.580002,40.94,16.59
France,FRA,1941,16.12,25.150002,41.800003,16.92
France,FRA,1942,14.749999,23.800001,43.39,18.06
France,FRA,1943,11.92,22.849998,45.649998,19.57
France,FRA,1944,10.059999,22.470001,47.36,20.11
France,FRA,1945,8.54,22.83,48.120003,20.5
France,FRA,1946,10.51,24.21,46.32,18.960001
France,FRA,1947,10.79,25.189999,45.51,18.51
France,FRA,1948,9.99,24.02,46.84,19.15
France,FRA,1949,10.35,23.87,46.47,19.310001
France,FRA,1950,10.43,23.630001,46.47,19.460001
France,FRA,1951,10.79,24.09,46.079998,19.04
France,FRA,1952,11.05,24.57,45.579998,18.8
France,FRA,1953,10.94,24.439999,45.629997,19
France,FRA,1954,11.14,24.91,45.27,18.68
France,FRA,1955,11.36,25.36,44.86,18.42
France,FRA,1956,11.06,25.189999,45.18,18.58
France,FRA,1957,11.33,25.400002,44.88,18.4
France,FRA,1958,10.46,25.39,45.57,18.57
France,FRA,1959,11.32,26.589998,44.11,17.98
France,FRA,1960,11.53,26.409998,43.97,18.09
France,FRA,1961,11.65,26.76,43.65,17.94
France,FRA,1962,11.05,26.22,44.68,18.06
France,FRA,1963,10.82,26.429998,44.940002,17.800001
France,FRA,1964,10.94,26.949999,44.190002,17.92
France,FRA,1965,11.03,27.210001,44.2,17.560001
France,FRA,1966,10.82,26.390001,44.93,17.85
France,FRA,1967,10.809999,26.22,45.120003,17.84
France,FRA,1968,10.26,25.39,45.87,18.48
France,FRA,1969,10,24.779999,46.309998,18.92
France,FRA,1970,9.32,24.429998,46.77,19.49
France,FRA,1971,9.78,24.33,46.48,19.41
France,FRA,1972,9.6,24.27,46.36,19.769999
France,FRA,1973,10.2,24.349998,46.05,19.41
France,FRA,1974,9.84,24.27,46.21,19.689999
France,FRA,1975,8.2,23.44,47.65,20.710001
France,FRA,1976,9.22,23.95,46.65,20.17
France,FRA,1977,8.65,23.019999,47.25,21.09
France,FRA,1978,8.4,22.64,47.38,21.58
France,FRA,1979,7.8599997,22.490002,47.49,22.16
France,FRA,1980,8.32,22.949999,46.98,21.74
France,FRA,1981,8.25,22.5,47.420002,21.82
France,FRA,1982,7.67,22.27,47.99,22.08
France,FRA,1983,7.4900002,22.550001,48.559998,21.4
France,FRA,1984,7.56,22.7,48.15,21.59
France,FRA,1985,7.8199997,23.05,48.010002,21.119999
France,FRA,1986,8.36,23.47,47.48,20.7
France,FRA,1987,8.99,23.630001,46.94,20.45
France,FRA,1988,9.01,23.970001,46.85,20.16
France,FRA,1989,9.46,23.73,46.83,19.98
France,FRA,1990,9.47,23.27,47.2,20.07
France,FRA,1991,9.29,23.3,46.93,20.47
France,FRA,1992,8.7300005,23.1,47.55,20.630001
France,FRA,1993,9.179999,22.949999,47.54,20.32
France,FRA,1994,9.3,22.859999,47.68,20.15
France,FRA,1995,9.33,22.75,47.960003,19.97
France,FRA,1996,10.15,22.470001,47.02,20.36
France,FRA,1997,10.559999,22.300001,46.82,20.33
France,FRA,1998,10.8,22.35,46.5,20.35
France,FRA,1999,10.7,22.36,46.35,20.59
France,FRA,2000,11.14,22.310001,45.879997,20.67
France,FRA,2001,11.44,22.35,45.6,20.61
France,FRA,2002,11.07,22.15,45.649998,21.119999
France,FRA,2003,11.469999,22.12,45.27,21.15
France,FRA,2004,11.72,22.12,45.11,21.06
France,FRA,2005,11.57,22.1,45.120003,21.21
France,FRA,2006,11.33,22.14,45.15,21.39
France,FRA,2007,11.79,22.390001,44.61,21.21
France,FRA,2008,11.72,22.43,44.74,21.1
France,FRA,2009,10.27,22.19,45.45,22.1
France,FRA,2010,10.91,21.92,45.47,21.71
France,FRA,2011,11.54,21.960001,45.100002,21.4
France,FRA,2012,10.52,21.960001,45.64,21.87
France,FRA,2013,10.66,22.07,45.39,21.89
France,FRA,2014,10.82,22.03,45.3,21.85
France,FRA,2015,10.34,23,46.1,20.550001
France,FRA,2016,10.39,22.99,45.98,20.65
France,FRA,2017,10.75,22.849998,45.8,20.6
France,FRA,2018,11.71,22.550001,45.36,20.37
France,FRA,2022,12.690001,22.1,44.86,20.34
French Polynesia,PYF,1980,8.85,26.49,43.45,21.21
French Polynesia,PYF,1981,9,26.429998,43.399998,21.17
French Polynesia,PYF,1982,9.139999,26.390001,43.35,21.13
French Polynesia,PYF,1983,9.29,26.33,43.29,21.08
French Polynesia,PYF,1984,9.440001,26.28,43.239998,21.04
French Polynesia,PYF,1985,9.6,26.210001,43.19,21
French Polynesia,PYF,1986,9.76,26.15,43.14,20.95
French Polynesia,PYF,1987,9.92,26.1,43.07,20.900002
French Polynesia,PYF,1988,10.08,26.039999,43.01,20.86
French Polynesia,PYF,1989,10.25,25.98,42.96,20.810001
French Polynesia,PYF,1990,10.42,25.92,42.91,20.76
French Polynesia,PYF,1991,10.7,25.949999,42.6,20.75
French Polynesia,PYF,1992,10.96,25.99,42.3,20.75
French Polynesia,PYF,1993,11.22,26.03,42,20.75
French Polynesia,PYF,1994,11.469999,26.06,41.72,20.74
French Polynesia,PYF,1995,11.72,26.089998,41.45,20.74
French Polynesia,PYF,1996,11.95,26.13,41.2,20.730001
French Polynesia,PYF,1997,12.179999,26.159998,40.93,20.730001
French Polynesia,PYF,1998,12.4,26.19,40.7,20.730001
French Polynesia,PYF,1999,12.610001,26.22,40.44,20.720001
French Polynesia,PYF,2000,12.82,26.249998,40.21,20.720001
French Polynesia,PYF,2001,13.2,26.750002,39.78,20.27
French Polynesia,PYF,2002,13.58,27.22,39.37,19.83
French Polynesia,PYF,2003,13.940001,27.7,38.96,19.400002
French Polynesia,PYF,2004,14.290001,28.169998,38.56,18.98
French Polynesia,PYF,2005,14.64,28.619999,38.18,18.57
French Polynesia,PYF,2006,14.9800005,29.06,37.8,18.17
French Polynesia,PYF,2007,15.309999,29.49,37.42,17.78
French Polynesia,PYF,2008,15.639999,29.9,37.079998,17.39
French Polynesia,PYF,2009,15.950001,30.32,36.7,17.02
French Polynesia,PYF,2010,16.26,30.73,36.35,16.65
French Polynesia,PYF,2011,16.240002,30.939999,36.26,16.55
French Polynesia,PYF,2012,16.220001,31.150002,36.17,16.45
French Polynesia,PYF,2013,16.2,31.34,36.1,16.36
French Polynesia,PYF,2014,16.18,31.529999,36.02,16.27
French Polynesia,PYF,2015,16.17,31.71,35.94,16.19
French Polynesia,PYF,2016,16.150002,31.880001,35.86,16.11
French Polynesia,PYF,2017,16.130001,32.05,35.78,16.03
French Polynesia,PYF,2018,16.12,32.2,35.72,15.96
French Polynesia,PYF,2019,16.1,32.36,35.65,15.889999
French Polynesia,PYF,2020,16.09,32.5,35.58,15.82
French Polynesia,PYF,2021,16.09,32.5,35.58,15.82
French Polynesia,PYF,2022,16.09,32.5,35.58,15.82
Gabon,GAB,2005,17.14,33.64,36.71,12.51
Gabon,GAB,2017,11.02,32.300003,42.27,14.42
Gabon,GAB,2022,11.02,32.300003,42.27,14.42
Gambia,GMB,1992,18.56,36.69,34.53,10.21
Gambia,GMB,1998,18.56,36.69,34.53,10.21
Gambia,GMB,2003,20.61,34.18,34.77,10.440001
Gambia,GMB,2010,21.349998,32.14,34.62,11.89
Gambia,GMB,2015,13.61,32.260002,39.1,15.0199995
Gambia,GMB,2022,13.61,32.260002,39.1,15.0199995
Georgia,GEO,1997,18.68,27.86,40.18,13.2699995
Georgia,GEO,1998,25.580002,24.789999,37.01,12.620001
Georgia,GEO,1999,19.65,27.39,39.61,13.36
Georgia,GEO,2000,19.939999,27.42,39.309998,13.320001
Georgia,GEO,2001,20.49,26.960001,38.96,13.59
Georgia,GEO,2002,18.029999,26.99,40.37,14.599999
Georgia,GEO,2003,17.4,26.640001,41.22,14.740001
Georgia,GEO,2004,17.18,26.519999,41.36,14.929999
Georgia,GEO,2005,18.8,26.37,40.55,14.290001
Georgia,GEO,2006,18.199999,26.85,40.64,14.309999
Georgia,GEO,2007,20.460001,26.750002,39.23,13.56
Georgia,GEO,2008,19.400002,27.13,39.68,13.789999
Georgia,GEO,2009,18.07,26.679998,40.46,14.8
Georgia,GEO,2010,18.16,27.35,40.31,14.190001
Georgia,GEO,2011,23.45,25.949999,37.84,12.76
Georgia,GEO,2012,19.65,26.460001,39.57,14.32
Georgia,GEO,2013,19.92,29.53,37.93,12.620001
Georgia,GEO,2014,21.73,24.96,38.58,14.7300005
Georgia,GEO,2015,20.6,26.24,38.68,14.47
Georgia,GEO,2016,23.75,24.48,38,13.77
Georgia,GEO,2017,24.73,24.130001,37.42,13.71
Georgia,GEO,2018,22.04,26.359999,37.78,13.82
Georgia,GEO,2022,18.529999,26.499998,40.47,14.5
Germany,DEU,1981,8.56,21.189999,47.600002,22.65
Germany,DEU,1982,8.5,21.13,47.34,23.039999
Germany,DEU,1983,8.79,21.259998,47.24,22.71
Germany,DEU,1984,8.96,21.16,46.98,22.89
Germany,DEU,1985,9.19,21.11,47.01,22.69
Germany,DEU,1986,9.68,21.269999,46.75,22.300001
Germany,DEU,1987,10.29,21.67,45.69,22.35
Germany,DEU,1988,11.21,22.15,45.06,21.57
Germany,DEU,1989,11.87,22.490002,44.32,21.32
Germany,DEU,1990,11.71,22.66,44.72,20.91
Germany,DEU,1991,10.809999,22.37,45.61,21.21
Germany,DEU,1992,10.33,22.23,46.16,21.279999
Germany,DEU,1993,9.809999,22.04,47.04,21.11
Germany,DEU,1994,9.43,22.06,47.3,21.21
Germany,DEU,1995,9.16,22.24,46.61,21.99
Germany,DEU,1996,9.7300005,22.62,46.1,21.56
Germany,DEU,1997,10.22,22.92,46.19,20.68
Germany,DEU,1998,10.67,23.08,46.329998,19.91
Germany,DEU,1999,10.51,23.27,46.66,19.57
Germany,DEU,2000,10.46,23.44,46.75,19.35
Germany,DEU,2001,10.400001,23.66,46.75,19.19
Germany,DEU,2002,10.34,23.85,46.99,18.82
Germany,DEU,2003,9.82,23.57,47.530003,19.08
Germany,DEU,2004,10.54,23.48,51.010002,14.96
Germany,DEU,2005,12.07,23.199999,43.93,20.800001
Germany,DEU,2006,12.36,22.88,44.510002,20.26
Germany,DEU,2007,13.29,23.64,43.55,19.52
Germany,DEU,2008,13.160001,23.59,43.57,19.67
Germany,DEU,2009,12.84,24.17,43.25,19.75
Germany,DEU,2010,12.94,24.24,43.56,19.26
Germany,DEU,2011,12.68,24.14,43.920002,19.26
Germany,DEU,2012,12.559999,24.18,44.14,19.12
Germany,DEU,2013,12.95,25.07,43.52,18.47
Germany,DEU,2014,13.12,25.369999,43.16,18.35
Germany,DEU,2015,13.089999,25.3,43.19,18.43
Germany,DEU,2016,13.070001,25.27,43.059998,18.61
Germany,DEU,2017,13.009999,25.05,43.2,18.75
Germany,DEU,2022,10.26,23.78,45.91,20.039999
Ghana,GHA,1987,13.169999,30.65,40.82,15.369999
Ghana,GHA,1991,13.789999,33.26,38.86,14.08
Ghana,GHA,2005,15.83,34,37.72,12.44
Ghana,GHA,2012,14.39,34,39.12,12.5
Ghana,GHA,2016,15.23,33.68,38.89,12.21
Ghana,GHA,2022,15.23,33.68,38.89,12.21
Gibraltar,GIB,1980,8.06,21.71,47.870003,22.36
Gibraltar,GIB,1981,7.95,21.73,48.050003,22.27
Gibraltar,GIB,1982,7.9000006,21.77,48.07,22.26
Gibraltar,GIB,1983,8,21.73,47.84,22.43
Gibraltar,GIB,1984,8.22,21.9,47.58,22.300001
Gibraltar,GIB,1985,8.24,22.01,47.77,21.98
Gibraltar,GIB,1986,8.2,21.87,47.74,22.19
Gibraltar,GIB,1987,8.16,21.89,47.64,22.310001
Gibraltar,GIB,1988,8.33,21.78,47.170002,22.73
Gibraltar,GIB,1989,8.299999,21.8,47.12,22.789999
Gibraltar,GIB,1990,8.25,22.27,46.66,22.83
Gibraltar,GIB,1991,8.5199995,22.89,46.82,21.78
Gibraltar,GIB,1992,8.34,23.05,46.96,21.65
Gibraltar,GIB,1993,8.54,23.36,47.170002,20.93
Gibraltar,GIB,1994,8.97,23.86,46.82,20.36
Gibraltar,GIB,1995,9.28,23.710001,46.54,20.47
Gibraltar,GIB,1996,9.610001,23.61,46.399998,20.38
Gibraltar,GIB,1997,10.26,23.87,45.84,20.029999
Gibraltar,GIB,1998,10.42,23.95,45.59,20.029999
Gibraltar,GIB,1999,10.629999,23.9,45.489998,19.97
Gibraltar,GIB,2000,10.97,23.95,45.45,19.63
Gibraltar,GIB,2001,10.639999,24.03,45.699997,19.63
Gibraltar,GIB,2002,10.14,23.960001,45.95,19.939999
Gibraltar,GIB,2003,10.25,23.65,46.309998,19.789999
Gibraltar,GIB,2004,10.88,23.44,46.8,18.89
Gibraltar,GIB,2005,11.07,23.49,46.239998,19.210001
Gibraltar,GIB,2006,11.48,23.46,46.05,19.01
Gibraltar,GIB,2007,11.509999,23.64,45.67,19.18
Gibraltar,GIB,2008,10.1,23.07,46.82,20.01
Gibraltar,GIB,2009,9.28,23.1,47.2,20.43
Gibraltar,GIB,2010,10.27,23.82,46.7,19.210001
Gibraltar,GIB,2011,10.28,23.79,46.81,19.12
Gibraltar,GIB,2012,10.07,23.85,47,19.08
Gibraltar,GIB,2013,10.14,23.710001,47.260002,18.9
Gibraltar,GIB,2014,10.55,23.83,46.94,18.68
Gibraltar,GIB,2015,10.47,23.83,47,18.7
Gibraltar,GIB,2016,10.320001,23.86,46.95,18.87
Gibraltar,GIB,2017,10.4800005,24,46.62,18.9
Gibraltar,GIB,2018,10.57,23.91,46.44,19.08
Gibraltar,GIB,2019,9.929999,23.85,46.8,19.42
Gibraltar,GIB,2020,9.91,23.57,47.2,19.320002
Gibraltar,GIB,2021,11.29,23.24,46.39,19.08
Gibraltar,GIB,2022,11.509999,23.33,46.02,19.140001
Greece,GRC,1980,10.9800005,26.47,42.8,19.74
Greece,GRC,1981,11.18,27.57,42.519997,18.72
Greece,GRC,1982,10.66,27.2,43.37,18.77
Greece,GRC,1983,9.969999,26.890001,43.399998,19.74
Greece,GRC,1984,9.96,26.249998,43.97,19.82
Greece,GRC,1985,10.31,26.49,44.14,19.07
Greece,GRC,1986,10.35,24.519999,45.54,19.59
Greece,GRC,1987,10.22,24.699999,45,20.08
Greece,GRC,1988,10.04,23.74,45.27,20.960001
Greece,GRC,1989,9.94,23.35,45.61,21.1
Greece,GRC,1990,10.13,23.99,44.93,20.95
Greece,GRC,1991,10.28,23.67,45.23,20.82
Greece,GRC,1992,10.11,23.64,45.54,20.7
Greece,GRC,1993,10.34,24.539999,45.969997,19.15
Greece,GRC,1994,10.629999,25.619999,45.68,18.06
Greece,GRC,1995,10.71,25.79,44.9,18.61
Greece,GRC,1996,11.07,26.07,44.23,18.619999
Greece,GRC,1997,12.76,26.35,43.76,17.14
Greece,GRC,1998,13.61,26.409998,43.35,16.63
Greece,GRC,1999,14.42,26.51,42.41,16.65
Greece,GRC,2000,14.02,27.61,41.82,16.55
Greece,GRC,2001,13.789999,27.57,41.77,16.869999
Greece,GRC,2002,12.11,27.09,43.329998,17.470001
Greece,GRC,2003,11.91,25.59,43.69,18.81
Greece,GRC,2004,12.720001,25.529999,43.6,18.15
Greece,GRC,2005,12.47,25.580002,44.14,17.810001
Greece,GRC,2006,12.28,24.619999,45.02,18.08
Greece,GRC,2007,11.48,24.279999,45.699997,18.55
Greece,GRC,2008,9.2699995,23.82,47.06,19.84
Greece,GRC,2009,8.92,23.68,47.52,19.88
Greece,GRC,2010,9.42,24.66,46.67,19.25
Greece,GRC,2011,7.57,24.12,48.829998,19.470001
Greece,GRC,2012,8.18,23.85,48.51,19.460001
Greece,GRC,2013,10.87,22.869999,46.59,19.67
Greece,GRC,2014,13.500001,22.61,45.44,18.44
Greece,GRC,2015,13.240001,22.59,45.61,18.57
Greece,GRC,2016,12.04,22.560001,46.09,19.310001
Greece,GRC,2017,11.91,22.380001,45.8,19.91
Greece,GRC,2022,13.84,21.16,44.52,20.47
Greenland,GRL,1980,8.85,26.49,43.45,21.21
Greenland,GRL,1981,9,26.429998,43.399998,21.17
Greenland,GRL,1982,9.139999,26.390001,43.35,21.13
Greenland,GRL,1983,9.29,26.33,43.29,21.08
Greenland,GRL,1984,9.440001,26.28,43.239998,21.04
Greenland,GRL,1985,9.6,26.210001,43.19,21
Greenland,GRL,1986,9.76,26.15,43.14,20.95
Greenland,GRL,1987,9.92,26.1,43.07,20.900002
Greenland,GRL,1988,10.08,26.039999,43.01,20.86
Greenland,GRL,1989,10.25,25.98,42.96,20.810001
Greenland,GRL,1990,10.42,25.92,42.91,20.76
Greenland,GRL,1991,10.7,25.949999,42.6,20.75
Greenland,GRL,1992,10.96,25.99,42.3,20.75
Greenland,GRL,1993,11.22,26.03,42,20.75
Greenland,GRL,1994,11.469999,26.06,41.72,20.74
Greenland,GRL,1995,11.72,26.089998,41.45,20.74
Greenland,GRL,1996,11.95,26.13,41.2,20.730001
Greenland,GRL,1997,12.179999,26.159998,40.93,20.730001
Greenland,GRL,1998,12.4,26.19,40.7,20.730001
Greenland,GRL,1999,12.610001,26.22,40.44,20.720001
Greenland,GRL,2000,12.82,26.249998,40.21,20.720001
Greenland,GRL,2001,13.2,26.750002,39.78,20.27
Greenland,GRL,2002,13.58,27.22,39.37,19.83
Greenland,GRL,2003,13.940001,27.7,38.96,19.400002
Greenland,GRL,2004,14.290001,28.169998,38.56,18.98
Greenland,GRL,2005,14.64,28.619999,38.18,18.57
Greenland,GRL,2006,14.9800005,29.06,37.8,18.17
Greenland,GRL,2007,15.309999,29.49,37.42,17.78
Greenland,GRL,2008,15.639999,29.9,37.079998,17.39
Greenland,GRL,2009,15.950001,30.32,36.7,17.02
Greenland,GRL,2010,16.26,30.73,36.35,16.65
Greenland,GRL,2011,16.240002,30.939999,36.26,16.55
