Entity,Code,Year,Top 1% - Share (Pretax) (Estimated),Between 90th and 99th percentiles - Share (Pretax) (Estimated),Middle 40% - Share (Pretax) (Estimated),Bottom 50% - Share (Pretax) (Estimated)
Curacao,CUW,1989,22.7,33.21,36.199997,7.8900003
Curacao,CUW,1990,22.58,33.32,36.239998,7.8500004
Curacao,CUW,1991,22.57,33.23,36.3,7.8900003
Curacao,CUW,1992,22.550001,33.149998,36.37,7.9300003
Curacao,CUW,1993,22.54,33.059998,36.44,7.9700003
Curacao,CUW,1994,22.53,32.97,36.489998,8
Curacao,CUW,1995,22.52,32.88,36.559998,8.04
Curacao,CUW,1996,22.51,32.8,36.62,8.070001
Curacao,CUW,1997,22.5,32.71,36.68,8.110001
Curacao,CUW,1998,22.490002,32.63,36.73,8.14
Curacao,CUW,1999,22.480001,32.550003,36.8,8.18
Curacao,CUW,2000,22.470001,32.47,36.86,8.21
Curacao,CUW,2001,22.310001,32.460003,36.98,8.26
Curacao,CUW,2002,22.16,32.440002,37.09,8.299999
Curacao,CUW,2003,22.02,32.43,37.22,8.349999
Curacao,CUW,2004,21.89,32.41,37.31,8.389999
Curacao,CUW,2005,21.76,32.4,37.41,8.429999
Curacao,CUW,2006,21.64,32.390003,37.5,8.46
Curacao,CUW,2007,21.529999,32.370003,37.6,8.5
Curacao,CUW,2008,21.42,32.36,37.69,8.53
Curacao,CUW,2009,21.31,32.350002,37.77,8.57
Curacao,CUW,2010,21.21,32.34,37.86,8.6
Curacao,CUW,2011,21.199999,31.830002,37.8,9.17
Curacao,CUW,2012,21.199999,31.32,37.75,9.74
Curacao,CUW,2013,21.199999,30.8,37.69,10.3
Curacao,CUW,2014,21.199999,30.300001,37.65,10.86
Curacao,CUW,2015,21.189999,29.800001,37.59,11.41
Curacao,CUW,2016,21.189999,29.300001,37.55,11.97
Curacao,CUW,2017,21.189999,28.8,37.49,12.51
Curacao,CUW,2018,21.18,28.32,37.44,13.06
Curacao,CUW,2019,21.18,27.829998,37.41,13.6
Curacao,CUW,2020,21.18,27.34,37.34,14.129999
Curacao,CUW,2021,21.18,27.34,37.34,14.129999
Curacao,CUW,2022,21.18,27.34,37.34,14.129999
Cyprus,CYP,1990,11.57,25.6,44.64,18.189999
Cyprus,CYP,1996,10.809999,24.77,45.57,18.85
Cyprus,CYP,2004,7.39,23.19,48.44,20.98
Cyprus,CYP,2005,7.58,22.34,48.4,21.68
Cyprus,CYP,2006,9.690001,21.59,47.3,21.41
Cyprus,CYP,2007,7.8,21.83,48.719997,21.65
Cyprus,CYP,2008,10.440001,23.42,45.64,20.5
Cyprus,CYP,2009,10.18,23.99,45.649998,20.18
Cyprus,CYP,2010,8.75,24.5,46.55,20.19
Cyprus,CYP,2011,11.509999,25.529999,44.510002,18.46
Cyprus,CYP,2012,11.71,25.630001,44.38,18.279999
Cyprus,CYP,2013,16.300001,25.330002,40.98,17.39
Cyprus,CYP,2014,11.54,25.510002,44.72,18.22
Cyprus,CYP,2015,11.2300005,25.88,44.980003,17.91
Cyprus,CYP,2016,10.83,24.869999,45.28,19.03
Cyprus,CYP,2017,9.95,24.97,45.33,19.74
Cyprus,CYP,2022,8.74,24.71,45.899998,20.65
Czechia,CZE,1980,2.57,15.800001,51.33,30.300001
Czechia,CZE,1985,2.53,15.67,51.77,30.03
Czechia,CZE,1988,2.98,15.74,51.04,30.24
Czechia,CZE,1992,7.71,18.41,46.39,27.48
Czechia,CZE,1996,9.55,20.19,46.21,24.04
Czechia,CZE,2003,9.33,20.07,45.98,24.609999
Czechia,CZE,2004,9.139999,19.220001,47.870003,23.75
Czechia,CZE,2005,10.03,19.400002,45.22,25.350002
Czechia,CZE,2006,9.610001,20.85,49.27,20.28
Czechia,CZE,2007,10.51,21.24,47.620003,20.630001
Czechia,CZE,2008,10.809999,17.62,45.82,25.75
Czechia,CZE,2009,10.0199995,18.85,47.97,23.15
Czechia,CZE,2010,9.54,19.68,45.6,25.18
Czechia,CZE,2011,8.47,18.34,50.019997,23.18
Czechia,CZE,2012,8.55,18.76,49.87,22.82
Czechia,CZE,2013,7.9300003,19,48.949997,24.12
Czechia,CZE,2014,7.7,19.24,44.46,28.600002
Czechia,CZE,2015,9.63,20.33,45.39,24.66
Czechia,CZE,2016,9.23,19.64,45.09,26.039999
Czechia,CZE,2017,9.19,19.45,45.61,25.74
Czechia,CZE,2018,8.83,19.16,46.19,25.81
Czechia,CZE,2022,7.61,22.050001,47.41,22.93
Democratic Republic of Congo,COD,2004,14.41,34.920002,38.14,12.51
Democratic Republic of Congo,COD,2005,14.440001,34.83,38.21,12.530001
Democratic Republic of Congo,COD,2008,14.5199995,34.56,38.34,12.58
Democratic Republic of Congo,COD,2012,14.63,34.21,38.52,12.639999
Democratic Republic of Congo,COD,2022,14.63,34.21,38.52,12.639999
Denmark,DNK,1980,6.6600003,17.62,48.579998,27.140001
Denmark,DNK,1981,6.46,17.45,49.09,27.000002
Denmark,DNK,1982,6.69,17.34,48.100002,27.880001
Denmark,DNK,1983,8.02,17.45,46.96,27.57
Denmark,DNK,1984,8.81,17.48,46.21,27.5
Denmark,DNK,1985,9.35,17.57,45.66,27.42
Denmark,DNK,1986,8.389999,17.43,46.32,27.84
Denmark,DNK,1987,8.2699995,17.53,45.91,28.279999
Denmark,DNK,1988,7.8,17.66,45.48,29.06
Denmark,DNK,1989,8.04,17.58,46.07,28.32
Denmark,DNK,1990,8.1,17.720001,45.82,28.36
Denmark,DNK,1991,8.120001,17.76,45.46,28.68
Denmark,DNK,1992,8.17,17.79,45.489998,28.560001
Denmark,DNK,1993,8.14,17.66,46.21,27.990002
Denmark,DNK,1994,9.049999,17.7,45.28,27.96
Denmark,DNK,1995,9.16,17.710001,45.100002,28.02
Denmark,DNK,1996,9.43,17.78,44.48,28.3
Denmark,DNK,1997,10.37,18.14,43.54,27.95
Denmark,DNK,1998,10.11,18.02,44.21,27.66
Denmark,DNK,1999,11.22,18.4,43.19,27.19
Denmark,DNK,2000,11.45,18.51,43.1,26.94
Denmark,DNK,2001,9.929999,18.15,44.13,27.8
Denmark,DNK,2002,9.43,18.05,44.350002,28.169998
Denmark,DNK,2003,8.89,17.57,44.850002,28.7
Denmark,DNK,2004,9.42,18.14,44.95,27.5
Denmark,DNK,2005,10.84,19.64,45.36,24.16
Denmark,DNK,2006,11.2300005,19.28,45.260002,24.23
Denmark,DNK,2007,10.719999,19.34,45.47,24.47
Denmark,DNK,2008,10.13,19.48,46.34,24.050001
Denmark,DNK,2009,9.28,19.220001,47.04,24.449999
Denmark,DNK,2010,11.25,20.18,45.47,23.09
Denmark,DNK,2011,11.3,20.21,45.559998,22.92
Denmark,DNK,2012,11.58,20.02,45.57,22.83
Denmark,DNK,2013,12.04,20.630001,45.120003,22.220001
Denmark,DNK,2014,12.73,20.67,44.63,21.97
Denmark,DNK,2015,12.559999,20.36,45.04,22.04
Denmark,DNK,2016,12.610001,20.61,44.88,21.9
Denmark,DNK,2017,12.33,20.900002,45.02,21.75
Denmark,DNK,2022,18.55,22.02,40.74,18.69
Djibouti,DJI,2002,15.41,32.480003,38.640003,13.47
Djibouti,DJI,2012,17.17,34.5,36.379997,11.95
Djibouti,DJI,2013,16.49,34.97,36.5,12.05
Djibouti,DJI,2017,15.860001,33.69,37.35,13.089999
Djibouti,DJI,2022,15.860001,33.69,37.35,13.089999
Dominica,DMA,1980,23.75,32.190002,35.87,8.190001
Dominica,DMA,1981,23.64,32.29,35.9,8.16
Dominica,DMA,1982,23.53,32.4,35.94,8.13
Dominica,DMA,1983,23.42,32.510002,35.97,8.1
Dominica,DMA,1984,23.31,32.61,36.01,8.070001
Dominica,DMA,1985,23.19,32.73,36.04,8.030001
Dominica,DMA,1986,23.07,32.85,36.09,8
Dominica,DMA,1987,22.949999,32.96,36.12,7.96
Dominica,DMA,1988,22.83,33.079998,36.16,7.9300003
Dominica,DMA,1989,22.7,33.21,36.199997,7.8900003
Dominica,DMA,1990,22.58,33.32,36.239998,7.8500004
Dominica,DMA,1991,22.57,33.23,36.3,7.8900003
Dominica,DMA,1992,22.550001,33.149998,36.37,7.9300003
Dominica,DMA,1993,22.54,33.059998,36.44,7.9700003
Dominica,DMA,1994,22.53,32.97,36.489998,8
Dominica,DMA,1995,22.52,32.88,36.559998,8.04
Dominica,DMA,1996,22.51,32.8,36.62,8.070001
Dominica,DMA,1997,22.5,32.71,36.68,8.110001
Dominica,DMA,1998,22.490002,32.63,36.73,8.14
Dominica,DMA,1999,22.480001,32.550003,36.8,8.18
Dominica,DMA,2000,22.470001,32.47,36.86,8.21
Dominica,DMA,2001,22.310001,32.460003,36.98,8.26
Dominica,DMA,2002,22.16,32.440002,37.09,8.299999
Dominica,DMA,2003,22.02,32.43,37.22,8.349999
Dominica,DMA,2004,21.89,32.41,37.31,8.389999
Dominica,DMA,2005,21.76,32.4,37.41,8.429999
Dominica,DMA,2006,21.64,32.390003,37.5,8.46
Dominica,DMA,2007,21.529999,32.370003,37.6,8.5
Dominica,DMA,2008,21.42,32.36,37.69,8.53
Dominica,DMA,2009,21.31,32.350002,37.77,8.57
Dominica,DMA,2010,21.21,32.34,37.86,8.6
Dominica,DMA,2011,21.199999,31.830002,37.8,9.17
Dominica,DMA,2012,21.199999,31.32,37.75,9.74
Dominica,DMA,2013,21.199999,30.8,37.69,10.3
Dominica,DMA,2014,21.199999,30.300001,37.65,10.86
Dominica,DMA,2015,21.189999,29.800001,37.59,11.41
Dominica,DMA,2016,21.189999,29.300001,37.55,11.97
Dominica,DMA,2017,21.189999,28.8,37.49,12.51
Dominica,DMA,2018,21.18,28.32,37.44,13.06
Dominica,DMA,2019,21.18,27.829998,37.41,13.6
Dominica,DMA,2020,21.18,27.34,37.34,14.129999
Dominica,DMA,2021,21.18,27.34,37.34,14.129999
Dominica,DMA,2022,21.18,27.34,37.34,14.129999
Dominican Republic,DOM,2013,19.460001,37.17,35.620003,7.75
Dominican Republic,DOM,2014,19.97,33.91,37.89,8.23
Dominican Republic,DOM,2015,20.58,34.25,36.95,8.22
Dominican Republic,DOM,2016,24.17,31.61,35.52,8.71
Dominican Republic,DOM,2017,19.06,33.829998,37.45,9.650001
Dominican Republic,DOM,2018,25.41,29.78,35.370003,9.440001
Dominican Republic,DOM,2021,15.27,32.5,41.370003,10.86
Dominican Republic,DOM,2022,15.27,32.5,41.370003,10.86
East Africa (WID),,1980,26.69,32.74,31.52,9.049999
East Africa (WID),,1981,26.859999,32.54,31.439999,9.16
East Africa (WID),,1982,26.6,32.66,31.560001,9.19
East Africa (WID),,1983,26.460001,32.74,31.59,9.2
East Africa (WID),,1984,26.69,32.600002,31.580002,9.139999
East Africa (WID),,1985,27.289999,32.63,31.400002,8.68
East Africa (WID),,1986,27.56,32.65,31.130001,8.65
East Africa (WID),,1987,27.82,32.530003,30.91,8.7300005
East Africa (WID),,1988,28.16,32.56,30.75,8.53
East Africa (WID),,1989,28.580002,32.65,30.46,8.309999
East Africa (WID),,1990,28.439999,32.74,30.56,8.26
East Africa (WID),,1991,29.1,32.74,30.210001,7.96
East Africa (WID),,1992,29.67,32.64,29.94,7.75
East Africa (WID),,1993,26.609999,33.469997,31.630001,8.29
East Africa (WID),,1994,24.279999,34.73,32.93,8.06
East Africa (WID),,1995,24.22,34.56,33.04,8.17
East Africa (WID),,1996,23.58,34.37,33.3,8.75
East Africa (WID),,1997,23.199999,34.19,33.41,9.19
East Africa (WID),,1998,22.77,34.21,33.61,9.41
East Africa (WID),,1999,22.35,33.92,33.88,9.849999
East Africa (WID),,2000,22.220001,34.2,33.62,9.96
East Africa (WID),,2001,22.470001,34.22,33.379997,9.94
East Africa (WID),,2002,22.83,33.87,33.219997,10.08
East Africa (WID),,2003,22.84,33.989998,33.03,10.12
East Africa (WID),,2004,22.81,34.01,32.85,10.33
East Africa (WID),,2005,22.76,33.809998,32.95,10.4800005
East Africa (WID),,2006,22.7,33.87,32.91,10.52
East Africa (WID),,2007,22.62,33.96,32.89,10.52
East Africa (WID),,2008,22.12,34.07,33.11,10.7
East Africa (WID),,2009,21.65,34.27,33.239998,10.849999
East Africa (WID),,2010,21.289999,34.06,33.719997,10.93
East Africa (WID),,2011,20.730001,34.09,34.16,11.02
East Africa (WID),,2012,20.54,34.04,34.41,11.01
East Africa (WID),,2013,20.27,34.39,34.39,10.95
East Africa (WID),,2014,20.57,34.28,34.3,10.849999
East Africa (WID),,2015,20.11,34.19,34.75,10.94
East Africa (WID),,2016,19.859999,34.18,34.99,10.9800005
East Africa (WID),,2017,20.039999,34.02,34.96,10.97
East Africa (WID),,2018,19.66,34.22,35.100002,11.02
East Africa (WID),,2019,19.470001,34.38,35.16,10.9800005
East Africa (WID),,2020,19.230001,34.43,35.420002,10.91
East Africa (WID),,2021,19.35,34.49,35.31,10.849999
East Africa (WID),,2022,19.42,34.56,35.260002,10.75
East Asia (WID),,1820,16.41,30.18,35.100002,18.31
East Asia (WID),,1850,17.59,30.24,34.31,17.86
East Asia (WID),,1880,17.800001,32.8,32.620003,16.769999
East Asia (WID),,1900,18.74,32.72,32.190002,16.36
East Asia (WID),,1910,22.98,31.880001,30.1,15.04
East Asia (WID),,1920,21.93,30.970001,31.650002,15.449999
East Asia (WID),,1930,21.16,31.61,31.94,15.299999
East Asia (WID),,1940,21.92,32.25,31.46,14.38
East Asia (WID),,1950,12.2699995,28.400002,39.989998,19.35
East Asia (WID),,1960,13.74,28.83,38.93,18.51
East Asia (WID),,1970,17.92,34.55,33.19,14.33
East Asia (WID),,1980,18.43,37.19,32.22,12.16
East Asia (WID),,1981,18.07,37.01,32.7,12.219999
East Asia (WID),,1982,17.75,36.61,33.309998,12.33
East Asia (WID),,1983,17.640001,36.04,33.67,12.639999
East Asia (WID),,1984,17.58,35.47,34.06,12.88
East Asia (WID),,1985,17.89,35.23,34.05,12.83
East Asia (WID),,1986,18.13,34.82,34.73,12.32
East Asia (WID),,1987,18.970001,33.95,34.9,12.17
East Asia (WID),,1988,19.470001,34.29,34.44,11.8
East Asia (WID),,1989,20.1,34.59,34.079998,11.240001
East Asia (WID),,1990,21.32,34.63,33.07,10.9800005
East Asia (WID),,1991,20.56,35.210003,33.649998,10.58
East Asia (WID),,1992,17.84,36.149998,35.420002,10.59
East Asia (WID),,1993,17.58,35.36,36.489998,10.57
East Asia (WID),,1994,17.3,34.82,37.21,10.67
East Asia (WID),,1995,17.17,33.899998,37.68,11.26
East Asia (WID),,1996,17.59,33.98,36.899998,11.53
East Asia (WID),,1997,17.21,33.829998,37.22,11.73
East Asia (WID),,1998,17.560001,33.5,37.05,11.89
East Asia (WID),,1999,17.4,33.42,37.47,11.71
East Asia (WID),,2000,17.720001,33.03,38.04,11.21
East Asia (WID),,2001,18.179998,32.49,38.23,11.1
East Asia (WID),,2002,18.49,32.41,38.38,10.71
East Asia (WID),,2003,19,31.900002,38.47,10.62
East Asia (WID),,2004,19.24,31.490002,38.370003,10.9
East Asia (WID),,2005,18.93,31.510002,38.83,10.719999
East Asia (WID),,2006,19.470001,30.98,38.66,10.89
East Asia (WID),,2007,19.390001,30.36,39.06,11.190001
East Asia (WID),,2008,18.71,30.46,39.449997,11.37
East Asia (WID),,2009,18.029999,29.78,40.41,11.78
East Asia (WID),,2010,18.3,29.83,40.29,11.58
East Asia (WID),,2011,16.699999,30.73,40.56,12
East Asia (WID),,2012,15.99,30.01,41.36,12.639999
East Asia (WID),,2013,15.74,30.230001,41.77,12.259999
East Asia (WID),,2014,15.59,29.6,42.11,12.700001
East Asia (WID),,2015,15.6,29.47,42.16,12.77
East Asia (WID),,2016,15.96,29.26,41.79,12.9800005
East Asia (WID),,2017,16.380001,29.02,41.63,12.9800005
East Asia (WID),,2018,15.99,28.98,41.88,13.150001
East Asia (WID),,2019,15.780001,28.73,42.25,13.249999
East Asia (WID),,2020,16.37,28.810001,41.72,13.099999
East Asia (WID),,2021,16.52,28.439999,41.98,13.070001
East Asia (WID),,2022,15.860001,28.73,42.28,13.13
East Germany,OWID_GDR,1980,2.56,16.380001,50.93,30.15
East Germany,OWID_GDR,1981,2.76,16.45,50.700005,30.1
East Germany,OWID_GDR,1982,2.97,16.51,50.47,30.050001
East Germany,OWID_GDR,1983,3.19,16.56,50.239998,30.01
East Germany,OWID_GDR,1984,3.3799999,16.71,50.120003,29.789999
East Germany,OWID_GDR,1985,3.5700002,16.869999,50,29.56
East Germany,OWID_GDR,1986,3.6899998,16.9,49.95,29.460001
East Germany,OWID_GDR,1987,3.8,16.949999,49.91,29.339998
East Germany,OWID_GDR,1988,3.9099998,17,49.87,29.23
East Germany,OWID_GDR,1989,3.9099998,17,49.86,29.23
East Germany,OWID_GDR,1990,3.9099998,17,49.86,29.23
East Timor,TLS,2001,17.59,28.71,40.56,13.14
East Timor,TLS,2007,14.599999,25.64,42.92,16.84
East Timor,TLS,2014,15.33,25.97,42,16.71
East Timor,TLS,2022,17.59,28.71,40.56,13.14
Eastern Europe (WID),,1820,19.02,29.480001,34.71,16.789999
Eastern Europe (WID),,1850,19.460001,29.609999,34.33,16.609999
Eastern Europe (WID),,1880,19.220001,30.44,33.93,16.41
Eastern Europe (WID),,1900,22.939999,29.33,32.170002,15.559999
Eastern Europe (WID),,1910,22.37,28.439999,33.1,16.09
Eastern Europe (WID),,1920,12.700001,21.88,41.48,23.95
Eastern Europe (WID),,1930,10.21,20.76,43.920002,25.11
Eastern Europe (WID),,1940,9.49,23.21,43.52,23.78
Eastern Europe (WID),,1950,8.36,21.199999,46.44,24
Eastern Europe (WID),,1960,7.56,22.220001,46.16,24.060001
Eastern Europe (WID),,1970,6.78,20.710001,45.92,26.6
Eastern Europe (WID),,1980,5.37,21.17,49.52,23.94
Eastern Europe (WID),,1981,5.85,21.66,49.41,23.08
Eastern Europe (WID),,1982,5.83,21.83,49.42,22.92
Eastern Europe (WID),,1983,5.08,20.94,50.07,23.91
Eastern Europe (WID),,1984,5.19,20.95,50.010002,23.85
Eastern Europe (WID),,1985,5.0299997,20.51,50.410004,24.050001
Eastern Europe (WID),,1986,5.09,20.51,50.550003,23.85
Eastern Europe (WID),,1987,5.2799997,20.39,50.870003,23.46
Eastern Europe (WID),,1988,5.26,20.27,51.17,23.3
Eastern Europe (WID),,1989,5.55,21.269999,50.57,22.61
Eastern Europe (WID),,1990,6.48,22.58,49.41,21.529999
Eastern Europe (WID),,1991,7.52,22.66,49.35,20.47
Eastern Europe (WID),,1992,8.5199995,22.11,48.92,20.44
Eastern Europe (WID),,1993,9.23,22.83,48.66,19.28
Eastern Europe (WID),,1994,10.34,23.039999,47.97,18.66
Eastern Europe (WID),,1995,11.44,23.980001,46.84,17.75
Eastern Europe (WID),,1996,10.61,24.57,47.08,17.74
Eastern Europe (WID),,1997,10.89,24.16,46.74,18.22
Eastern Europe (WID),,1998,11.55,24.3,46.039997,18.109999
Eastern Europe (WID),,1999,11.22,24.26,46.56,17.95
Eastern Europe (WID),,2000,11.13,25.07,45.8,17.99
Eastern Europe (WID),,2001,10.99,25.170002,45.52,18.31
Eastern Europe (WID),,2002,11.36,25.45,45.37,17.810001
Eastern Europe (WID),,2003,11.63,26.089998,44.980003,17.29
Eastern Europe (WID),,2004,12.49,25.52,45.15,16.84
Eastern Europe (WID),,2005,12.9800005,24.85,45.22,16.949999
Eastern Europe (WID),,2006,13.2,25.04,46.67,15.080001
Eastern Europe (WID),,2007,14.059999,24.86,46.21,14.87
Eastern Europe (WID),,2008,13.940001,24.359999,46.219997,15.469999
Eastern Europe (WID),,2009,13.429999,24.49,46.9,15.18
Eastern Europe (WID),,2010,12.620001,24.74,45.33,17.32
Eastern Europe (WID),,2011,12.790001,24.47,45.89,16.859999
Eastern Europe (WID),,2012,13.169999,24.23,45.809998,16.789999
Eastern Europe (WID),,2013,12.9800005,24.449999,45.879997,16.67
Eastern Europe (WID),,2014,13.61,24.26,45.3,16.84
Eastern Europe (WID),,2015,14.059999,24.4,44.63,16.91
Eastern Europe (WID),,2016,13.11,23.980001,45.36,17.550001
Eastern Europe (WID),,2017,12.99,23.92,45.55,17.550001
Eastern Europe (WID),,2018,12.8,24.25,45.77,17.18
Eastern Europe (WID),,2019,12.92,24.11,45.8,17.17
Eastern Europe (WID),,2020,13.61,24.9,45.2,16.29
Eastern Europe (WID),,2021,10.86,25.57,46.91,16.67
Eastern Europe (WID),,2022,10.79,25.52,46.93,16.76
Ecuador,ECU,2002,19.04,33.989998,37.77,9.2
Ecuador,ECU,2003,18.99,33.289997,38.33,9.38
Ecuador,ECU,2004,18.3,32.98,38.91,9.8
Ecuador,ECU,2005,17.62,32.66,39.5,10.22
Ecuador,ECU,2006,15.389999,32.460003,41.03,11.13
Ecuador,ECU,2007,19.49,33.57,37.5,9.43
Ecuador,ECU,2008,14.280001,35.13,40.37,10.22
Ecuador,ECU,2009,14.07,34.41,41.38,10.14
Ecuador,ECU,2010,17.83,32.58,39.64,9.95
Ecuador,ECU,2011,12.9800005,31.57,44.12,11.33
Ecuador,ECU,2012,19.61,27.19,42.51,10.7
Ecuador,ECU,2013,15.870001,29.56,42.57,12.01
Ecuador,ECU,2014,14.749999,29.24,42.59,13.420001
Ecuador,ECU,2015,12.36,29.37,44.600002,13.66
Ecuador,ECU,2016,12.32,28.43,45.67,13.58
Ecuador,ECU,2017,13.76,28.5,44.670002,13.079999
Ecuador,ECU,2018,13.179999,29.28,44.56,12.9800005
Ecuador,ECU,2019,12.36,29.249998,45.699997,12.68
Ecuador,ECU,2022,14.360001,30.47,44.88,10.29
Egypt,EGY,1990,15.950001,30.25,36.84,16.97
Egypt,EGY,1992,16.18,29.88,36.76,17.19
Egypt,EGY,1993,16.29,29.699999,36.71,17.29
Egypt,EGY,1994,16.4,29.53,36.67,17.4
Egypt,EGY,1995,16.51,29.359999,36.629997,17.5
Egypt,EGY,1996,17.33,29.949999,35.989998,16.74
Egypt,EGY,1997,18.099998,30.5,35.38,16.02
Egypt,EGY,1998,18.83,31.02,34.82,15.34
Egypt,EGY,1999,19.52,31.510002,34.27,14.7
Egypt,EGY,2000,19.29,31.400002,34.58,14.72
Egypt,EGY,2001,19.08,31.29,34.89,14.740001
Egypt,EGY,2002,18.86,31.189999,35.210003,14.749999
Egypt,EGY,2003,18.65,31.079998,35.5,14.7699995
Egypt,EGY,2004,18.449999,30.970001,35.79,14.78
Egypt,EGY,2005,18.66,30.65,35.92,14.759999
Egypt,EGY,2006,18.85,30.36,36.059998,14.7300005
Egypt,EGY,2007,19.04,30.070002,36.18,14.71
Egypt,EGY,2008,19.210001,29.81,36.289997,14.679999
Egypt,EGY,2009,18.35,29.929998,36.43,15.29
Egypt,EGY,2010,17.49,30.050001,36.57,15.9
Egypt,EGY,2011,17.76,29.74,37.16,15.34
Egypt,EGY,2012,18.029999,29.429998,37.74,14.79
Egypt,EGY,2013,18.78,29.339998,37.22,14.650001
Egypt,EGY,2014,19.5,29.269999,36.719997,14.51
Egypt,EGY,2015,20.21,29.179998,36.219997,14.38
Egypt,EGY,2016,19.76,29.09,36.539997,14.62
Egypt,EGY,2017,19.320002,29,36.829998,14.849999
Egypt,EGY,2022,18.08,29.519999,36.95,15.440001
El Salvador,SLV,2002,17.85,33.01,42.34,6.79
El Salvador,SLV,2003,15.84,33.539997,42.519997,8.1
El Salvador,SLV,2004,17.11,33.04,41.58,8.2699995
El Salvador,SLV,2005,19.96,32.57,40.73,6.7400002
El Salvador,SLV,2006,15.82,34.14,41.68,8.36
El Salvador,SLV,2007,17.83,33.52,40.39,8.25
El Salvador,SLV,2008,16.88,33.86,40.94,8.32
El Salvador,SLV,2009,15.940001,34.18,41.49,8.389999
El Salvador,SLV,2010,13.259999,33.96,44.010002,8.76
El Salvador,SLV,2011,14.17,32.64,44.03,9.15
El Salvador,SLV,2012,15.080001,31.330002,44.06,9.54
El Salvador,SLV,2013,23.06,29.409998,38.870003,8.66
El Salvador,SLV,2014,21.23,29.97,40.34,8.47
El Salvador,SLV,2015,15.099999,31.96,44.04,8.91
El Salvador,SLV,2016,19.35,29.359999,42.73,8.56
El Salvador,SLV,2017,13.789999,29.72,47.03,9.46
El Salvador,SLV,2018,13.66,30.109999,46.65,9.58
El Salvador,SLV,2022,12.58,30.12,47.260002,10.03
Equatorial Guinea,GNQ,2022,17.37,34.02,36.98,11.63
Eritrea,ERI,2022,24.429998,29.15,33.199997,13.21
Estonia,EST,1988,4.68,19.1,51.59,24.63
Estonia,EST,1999,16.1,25.68,42.2,16.01
Estonia,EST,2000,15.23,26.859999,42.76,15.16
Estonia,EST,2001,14.669999,26.390001,43.23,15.710001
Estonia,EST,2002,16.46,26.35,42.11,15.080001
Estonia,EST,2003,16.300001,26.539999,43.64,13.5199995
Estonia,EST,2004,15.49,25.36,44.08,15.070001
Estonia,EST,2005,19.45,25.14,40.62,14.78
Estonia,EST,2006,15.66,25.130001,43.3,15.91
Estonia,EST,2007,15.77,23.75,44,16.49
Estonia,EST,2008,13.2699995,24.33,44.760002,17.630001
Estonia,EST,2009,9.59,24.92,46.48,18.99
Estonia,EST,2010,11.240001,24.76,46,18
Estonia,EST,2011,12.89,24.359999,45.38,17.36
Estonia,EST,2012,14.360001,24.81,44.010002,16.82
Estonia,EST,2013,13.009999,25.78,45.31,15.91
Estonia,EST,2014,13.22,25.16,45.37,16.26
Estonia,EST,2015,11.37,24.359999,46.93,17.34
Estonia,EST,2016,11.49,23.78,46.87,17.87
Estonia,EST,2017,12.6,22.67,46.63,18.099998
Estonia,EST,2018,12.92,22.35,46.44,18.279999
Estonia,EST,2022,14.27,23.890001,44.29,17.550001
Eswatini,SWZ,1994,31.61,36.07,25.88,6.45
Eswatini,SWZ,2000,21.76,40.46,29.319998,8.46
Eswatini,SWZ,2009,18.32,38.96,33.76,8.96
Eswatini,SWZ,2016,19.33,40.55,32.260002,7.8599997
Eswatini,SWZ,2022,19.33,40.55,32.260002,7.8599997
Ethiopia,ETH,1981,14.900001,30.070002,38.47,16.56
Ethiopia,ETH,1995,29.69,28.630001,30.32,11.36
Ethiopia,ETH,1999,13.56,28.89,39.86,17.69
Ethiopia,ETH,2004,15.13,27.919998,39.43,17.52
Ethiopia,ETH,2005,15.099999,28.220001,39.34,17.35
Ethiopia,ETH,2010,14.910001,29.750002,38.84,16.49
Ethiopia,ETH,2015,13.82,31.650002,38.690002,15.84
Ethiopia,ETH,2022,13.82,31.650002,38.690002,15.84
Europe (WID),,1820,21.64,26.81,37.36,14.18
Europe (WID),,1850,22.23,27.06,36.78,13.92
Europe (WID),,1880,21.97,27.35,35.52,15.17
Europe (WID),,1900,25.52,26.769999,33.5,14.219999
Europe (WID),,1910,25.55,25.92,35.550003,12.9800005
Europe (WID),,1920,21.15,24.23,40.72,13.91
Europe (WID),,1930,15.49,21.43,45.53,17.560001
Europe (WID),,1940,15.17,24.24,41.39,19.2
Europe (WID),,1950,11.16,23.039999,45.04,20.76
Europe (WID),,1960,10.87,23.199999,46.09,19.84
Europe (WID),,1970,9.12,22.03,47.9,20.95
Europe (WID),,1980,8.26,23.14,48,20.61
Europe (WID),,1981,8.070001,23.019999,48.36,20.54
Europe (WID),,1982,7.98,22.83,49.35,19.85
Europe (WID),,1983,8,22.96,48.47,20.56
Europe (WID),,1984,8.150001,23.1,48.190002,20.550001
Europe (WID),,1985,8.4,23.16,48.15,20.29
Europe (WID),,1986,8.7,23.22,47.82,20.28
Europe (WID),,1987,9.04,23.46,47.22,20.27
Europe (WID),,1988,9.42,23.78,46.85,19.939999
Europe (WID),,1989,9.71,23.92,46.92,19.45
Europe (WID),,1990,9.78,24.449999,47.11,18.66
Europe (WID),,1991,9.91,24.92,47.5,17.68
Europe (WID),,1992,10.19,25.279999,47.54,17
Europe (WID),,1993,10.15,25.400002,47.620003,16.84
Europe (WID),,1994,10.42,25.54,47.27,16.779999
